SECCIÓN,CASILLA,DISTRITO,NO. MPO,MUNICIPIO,ACTA,PAN,PRI,PRD,PT,PVEM,PCP,PMC,MORENA,PNA SAN LUIS,PES,RSP,FXM,CI,"PAN,PRI,PRD,PCP","PAN,PRI,PRD","PAN,PRI,PCP","PAN,PRD,PCP","PRI,PRD,PCP","PAN,PRI","PAN,PRD","PAN,PCP","PRI,PRD","PRI,PCP","PRD,PCP","PT,PVEM",CNR,VTN,TOTAL,OBSERVACIONES
521,C2,1.0,20.0,MATEHUALA,10521C022001,78,29,7,7,85,8,8,45,10,2,12,0,0,5,4,0,0,0,2,0,0,0,0,0,4,1,10,317,
521,C3,1.0,20.0,MATEHUALA,10521C032001,70,25,5,3,58,8,15,50,5,8,5,5,0,7,2,0,0,0,0,1,0,0,1,0,5,0,9,282,
522,B1,1.0,20.0,MATEHUALA,10522B012001,80,9,21,4,55,4,7,47,0,0,5,0,1,3,3,1,0,0,2,0,0,0,0,0,6,0,5,253,
522,C1,1.0,20.0,MATEHUALA,10522C012001,78,10,11,3,64,1,6,40,4,1,9,1,0,2,6,0,1,0,2,1,0,0,0,0,7,0,10,257,
523,B1,1.0,20.0,MATEHUALA,10523B012001,59,24,4,7,53,0,4,43,6,1,12,0,0,3,6,0,0,0,2,1,0,0,0,0,3,0,4,232,
523,C1,1.0,20.0,MATEHUALA,10523C012001,58,22,3,7,64,1,4,38,7,1,7,0,0,3,3,2,0,0,2,2,0,0,0,0,7,0,2,233,
524,B1,1.0,20.0,MATEHUALA,10524B012001,57,23,5,3,53,2,11,35,1,2,11,3,0,8,2,0,0,0,4,1,0,0,0,0,6,0,8,235,
524,C1,1.0,20.0,MATEHUALA,10524C012001,72,22,0,4,48,0,7,62,2,3,9,1,1,4,4,2,0,0,2,0,0,0,0,0,3,0,9,255,
525,B1,1.0,20.0,MATEHUALA,10525B012001,72,32,2,1,56,2,4,33,5,0,8,1,0,3,3,0,0,1,3,1,0,0,0,0,6,1,11,245,
525,C1,1.0,20.0,MATEHUALA,10525C012001,66,23,5,3,38,3,7,53,8,2,2,2,0,3,4,1,0,0,0,0,0,1,0,0,2,1,8,232,
525,C2,1.0,20.0,MATEHUALA,10525C022001,75,19,2,2,44,2,7,45,4,2,8,1,0,3,3,0,0,0,1,1,0,0,0,0,7,0,6,232,
525,S1,1.0,20.0,MATEHUALA,10525S012001,52,15,2,2,49,3,4,45,1,3,10,2,2,5,4,1,0,0,5,0,0,0,0,0,8,0,6,219,
526,B1,1.0,20.0,MATEHUALA,10526B012001,88,23,7,5,57,0,9,37,3,0,8,0,1,9,2,1,0,0,6,2,0,0,1,0,10,0,8,277,
526,C1,1.0,20.0,MATEHUALA,10526C012001,69,30,1,8,50,2,9,68,1,1,3,0,2,5,7,0,0,0,2,0,1,0,0,0,5,0,11,275,
526,C2,1.0,20.0,MATEHUALA,10526C022001,90,15,10,3,47,3,4,52,1,1,5,0,0,6,0,0,2,0,3,0,0,0,0,0,11,0,11,264,
527,B1,1.0,20.0,MATEHUALA,10527B012001,70,21,5,6,70,5,4,46,2,2,7,3,1,5,3,0,0,1,7,0,1,0,0,1,7,0,16,283,
527,C1,1.0,20.0,MATEHUALA,10527C012001,85,23,7,4,69,4,6,49,1,1,6,0,0,12,4,1,0,3,7,0,0,0,0,0,6,0,15,303,
527,C2,1.0,20.0,MATEHUALA,10527C022001,67,23,3,1,73,3,7,43,8,1,4,2,1,7,5,0,1,0,4,0,1,0,0,0,15,0,11,280,
527,C3,1.0,20.0,MATEHUALA,10527C032001,57,20,7,5,87,1,5,52,2,4,11,1,0,5,4,1,0,0,4,0,0,0,0,0,9,2,8,285,
527,C4,1.0,20.0,MATEHUALA,10527C042001,59,15,4,6,69,3,5,59,1,0,4,1,0,7,6,3,0,0,1,0,1,0,0,0,10,3,6,263,
528,B1,1.0,20.0,MATEHUALA,10528B012001,43,11,1,2,20,2,4,12,1,1,3,0,0,4,0,1,0,0,6,0,1,0,0,0,4,0,12,128,
529,B1,1.0,20.0,MATEHUALA,10529B012001,42,4,1,4,44,0,1,22,1,7,0,0,1,0,0,0,0,6,0,0,0,0,0,0,3,0,10,146,
530,B1,1.0,20.0,MATEHUALA,10530B012001,58,15,0,2,31,0,1,22,1,1,4,0,0,4,1,0,0,1,4,0,0,1,0,1,2,2,8,159,
531,B1,1.0,20.0,MATEHUALA,10531B012001,87,27,5,6,70,1,2,35,0,4,3,0,0,3,3,1,1,0,4,1,0,0,0,0,6,0,11,270,
531,C1,1.0,20.0,MATEHUALA,10531C012001,87,20,5,2,48,5,4,57,2,1,3,1,2,1,4,0,0,0,3,0,2,0,0,0,6,0,6,259,
532,B1,1.0,20.0,MATEHUALA,10532B012001,35,16,3,3,67,2,3,19,1,2,4,0,0,0,2,3,0,0,2,1,0,0,0,0,12,0,4,179,
532,C1,1.0,20.0,MATEHUALA,10532C012001,24,26,3,3,70,1,6,26,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,11,186,
533,B1,1.0,20.0,MATEHUALA,10533B012001,94,22,4,7,37,1,5,74,1,12,3,1,0,3,1,1,0,0,0,0,0,0,0,1,5,0,7,279,
533,C1,1.0,20.0,MATEHUALA,10533C012001,72,31,6,5,35,1,15,50,1,6,12,1,0,5,3,0,0,0,2,2,0,0,0,0,3,0,7,257,
534,B1,1.0,20.0,MATEHUALA,10534B012001,56,28,2,3,39,3,1,19,2,1,1,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,10,173,
536,B1,1.0,20.0,MATEHUALA,10536B012001,50,36,8,7,78,2,6,44,3,10,11,0,0,3,3,2,0,0,3,0,0,0,1,0,10,1,7,285,
536,C1,1.0,20.0,MATEHUALA,10536C012001,53,23,7,4,74,5,7,35,2,3,12,0,2,4,4,0,1,0,3,1,0,0,0,0,17,3,13,273,
536,C2,1.0,20.0,MATEHUALA,10536C022001,51,35,4,7,100,2,1,25,0,3,14,1,0,5,1,0,1,1,3,1,0,0,1,0,21,0,11,288,
537,B1,1.0,20.0,MATEHUALA,10537B012001,9,18,1,0,6,1,0,6,2,5,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,3,58,
538,B1,1.0,20.0,MATEHUALA,10538B012001,31,19,1,1,14,2,4,11,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,5,97,
539,B1,1.0,20.0,MATEHUALA,10539B012001,27,40,5,6,93,1,1,14,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,8,0,8,210,
539,E1,1.0,20.0,MATEHUALA,10539E012001,61,16,3,12,79,0,6,51,1,2,9,2,0,1,2,1,0,0,4,0,0,0,0,0,3,4,3,260,
540,B1,1.0,20.0,MATEHUALA,10540B012001,97,36,11,10,72,2,3,27,5,2,7,0,0,4,2,2,1,0,5,2,0,0,0,0,9,0,10,307,
541,B1,1.0,20.0,MATEHUALA,10541B012001,45,20,3,3,57,10,5,43,3,1,4,1,0,1,0,1,0,0,2,1,1,0,0,0,3,0,10,214,
541,C1,1.0,20.0,MATEHUALA,10541C012001,53,18,0,6,67,4,5,23,5,3,6,1,0,1,3,0,0,0,1,1,0,1,0,0,4,0,2,204,
542,B1,1.0,20.0,MATEHUALA,10542B012001,34,30,2,3,27,1,0,22,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,3,132,
543,B1,1.0,20.0,MATEHUALA,10543B012001,20,21,2,1,11,0,4,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,4,90,
544,B1,1.0,20.0,MATEHUALA,10544B012001,62,33,11,5,45,6,0,14,2,3,2,1,1,3,0,0,0,2,6,2,2,1,0,1,8,0,20,230,
545,B1,1.0,20.0,MATEHUALA,10545B012001,47,43,5,6,89,0,5,46,1,8,2,0,0,0,2,0,0,0,3,0,0,0,0,0,9,0,22,288,
545,E1,1.0,20.0,MATEHUALA,10545E012001,32,9,4,2,16,0,6,0,0,0,0,0,0,2,4,0,0,0,8,1,0,0,1,0,0,0,5,90,
546,B1,1.0,20.0,MATEHUALA,10546B012001,77,37,4,1,9,1,1,15,0,3,5,0,0,3,3,0,1,0,5,0,0,0,0,1,1,0,5,172,
547,B1,1.0,20.0,MATEHUALA,10547B012001,65,34,2,4,51,4,2,40,0,0,4,0,0,6,0,0,1,0,2,1,0,0,0,0,3,0,8,227,
548,B1,1.0,20.0,MATEHUALA,10548B012001,57,12,1,2,42,1,1,9,1,5,1,1,0,1,4,0,0,0,4,0,0,1,0,0,3,0,10,156,
549,B1,1.0,20.0,MATEHUALA,10549B012001,96,25,0,2,29,2,3,14,2,0,2,1,0,6,5,0,0,1,5,2,0,0,0,0,10,0,7,212,
550,B1,1.0,20.0,MATEHUALA,10550B012001,45,20,0,0,38,1,0,9,0,10,2,0,0,2,1,0,0,0,2,1,0,0,0,0,9,0,16,156,
551,B1,1.0,20.0,MATEHUALA,10551B012001,45,5,3,2,31,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,100,
552,B1,1.0,20.0,MATEHUALA,10552B012001,102,61,1,1,143,2,0,11,1,0,0,0,0,8,4,0,0,0,16,0,2,0,1,0,14,0,17,384,
553,B1,1.0,20.0,MATEHUALA,10553B012001,101,29,2,3,70,1,4,16,1,0,1,0,0,7,2,0,0,0,5,0,2,0,0,0,5,0,28,277,
554,B1,1.0,20.0,MATEHUALA,10554B012001,59,18,4,8,140,2,1,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0,5,265,
1520,B1,1.0,44.0,VANEGAS,11520B014401,59,18,4,8,140,2,1,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0,5,265,
1520,C1,1.0,44.0,VANEGAS,11520C014401,28,17,4,10,93,1,41,34,20,6,12,1,0,2,1,0,0,0,0,0,0,0,0,0,5,0,9,284,
1521,B1,1.0,44.0,VANEGAS,11521B014401,45,7,3,8,74,0,45,20,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,235,
1522,B1,1.0,44.0,VANEGAS,11522B014401,38,15,3,10,80,2,41,26,31,5,9,1,0,1,3,0,0,0,1,0,0,0,0,0,4,0,8,278,
1522,C1,1.0,44.0,VANEGAS,11522C014401,40,19,2,6,88,1,42,35,18,4,9,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,7,276,
1523,B1,1.0,44.0,VANEGAS,11523B014401,1,6,0,1,30,0,17,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,85,
1524,B1,1.0,44.0,VANEGAS,11524B014401,4,8,2,3,36,0,19,20,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,119,
1525,B1,1.0,44.0,VANEGAS,11525B014401,12,30,4,8,74,2,58,19,8,16,5,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,20,268,
1526,B1,1.0,44.0,VANEGAS,11526B014401,7,22,2,3,44,0,43,9,19,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,6,172,
1527,B1,1.0,44.0,VANEGAS,11527B014401,6,81,3,6,128,0,29,54,40,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,17,389,
1528,B1,1.0,44.0,VANEGAS,11528B014401,13,31,1,2,28,0,61,28,9,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,15,203,
1530,B1,1.0,44.0,VANEGAS,11530B014401,6,12,2,4,24,0,60,8,12,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,157,
1531,B1,1.0,44.0,VANEGAS,11531B014401,4,15,1,7,85,1,48,42,23,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,46,303,
1532,B1,1.0,44.0,VANEGAS,11532B014401,12,13,0,4,84,1,14,17,17,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,15,186,
1533,B1,1.0,44.0,VANEGAS,11533B014401,7,9,1,0,20,0,10,53,7,9,4,1,1,1,0,0,0,0,1,0,0,1,0,0,2,1,12,140,
1534,B1,1.0,44.0,VANEGAS,11534B014401,13,15,1,10,97,1,30,72,38,4,18,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,8,317,
1536,B1,1.0,45.0,VENADO,11536B014501,104,26,3,13,129,15,31,68,2,0,3,0,0,5,5,2,0,0,1,0,0,0,0,0,9,0,14,430,
1536,C1,1.0,45.0,VENADO,11536C014501,100,23,7,13,123,14,22,81,0,1,4,0,2,6,5,0,0,0,1,1,0,0,0,0,11,0,10,424,
1537,B1,1.0,45.0,VENADO,11537B014501,100,30,8,5,161,4,22,58,3,1,2,3,1,1,3,1,0,0,2,1,0,1,0,0,12,0,22,441,
1538,B1,1.0,45.0,VENADO,11538B014501,79,27,7,17,109,7,17,59,0,1,3,0,0,1,6,1,0,1,4,0,0,0,0,0,15,0,10,364,
1538,C1,1.0,45.0,VENADO,11538C014501,65,15,6,19,108,7,23,52,1,1,2,1,1,4,1,1,0,0,2,0,1,0,1,0,14,0,13,338,
1538,C2,1.0,45.0,VENADO,11538C024501,56,35,8,12,121,3,29,47,1,0,10,0,1,9,5,0,0,0,1,1,0,0,0,0,8,0,10,357,
1539,B1,1.0,45.0,VENADO,11539B014501,95,27,6,14,147,17,23,78,4,0,9,1,4,5,1,0,0,0,4,1,1,1,0,0,11,0,11,460,
1539,C1,1.0,45.0,VENADO,11539C014501,97,21,7,15,123,9,24,96,1,3,6,0,3,5,0,2,0,0,6,1,0,0,0,0,9,0,21,449,
1540,B1,1.0,45.0,VENADO,11540B014501,97,27,2,5,50,4,26,17,0,0,0,0,1,3,3,3,0,0,3,0,0,0,0,0,2,0,8,251,
1541,B1,1.0,45.0,VENADO,11541B014501,59,19,4,17,104,4,22,52,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,11,0,22,321,
1542,B1,1.0,45.0,VENADO,11542B014501,39,16,3,7,46,2,16,15,0,0,2,0,0,0,0,1,2,0,3,1,0,1,0,0,6,0,10,170,
1543,B1,1.0,45.0,VENADO,11543B014501,35,17,4,10,79,2,11,12,0,1,0,0,0,1,3,2,0,0,5,1,0,0,1,0,6,0,14,204,
1544,B1,1.0,45.0,VENADO,11544B014501,100,28,10,14,148,2,16,95,0,1,2,0,0,3,3,0,1,0,7,2,1,0,0,0,19,1,18,471,
1544,E1,1.0,45.0,VENADO,11544E014501,38,7,0,10,50,3,15,64,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,11,207,
1545,B1,1.0,45.0,VENADO,11545B014501,48,22,6,11,116,3,46,45,5,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,6,0,37,352,
1545,E1,1.0,45.0,VENADO,11545E014501,24,25,6,7,27,4,16,30,2,1,0,1,0,3,0,0,0,0,5,0,1,0,0,0,1,0,13,166,
1546,B1,1.0,45.0,VENADO,11546B014501,54,25,2,11,85,4,21,38,2,0,0,1,2,2,1,0,0,0,2,1,0,0,0,0,8,0,21,280,
1547,B1,1.0,45.0,VENADO,11547B014501,45,27,5,4,24,2,41,23,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,13,190,
1548,B1,1.0,45.0,VENADO,11548B014501,27,13,1,1,13,3,13,11,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,2,90,
1549,B1,1.0,45.0,VENADO,11549B014501,55,14,11,5,32,0,10,20,0,2,3,0,1,1,5,1,0,0,1,0,0,1,1,0,2,0,10,175,
1550,B1,1.0,45.0,VENADO,11550B014501,35,15,4,12,47,0,12,86,0,4,3,0,0,2,2,0,0,0,1,2,0,0,0,0,10,0,10,245,
1551,B1,1.0,45.0,VENADO,11551B014501,54,7,6,15,105,4,23,44,2,0,1,0,0,2,1,0,0,0,3,2,0,0,0,0,4,1,18,292,
1552,B1,1.0,45.0,VENADO,11552B014501,27,23,2,4,63,3,12,35,0,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,12,0,9,197,
1553,B1,1.0,45.0,VENADO,11553B014501,29,15,3,12,56,5,20,53,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,4,0,19,222,
1554,B1,1.0,45.0,VENADO,11554B014501,50,24,2,12,43,4,15,64,1,1,2,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,10,236,
1555,B1,1.0,45.0,VENADO,11555B014501,50,24,2,12,43,4,15,64,1,1,2,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,10,236,
1587,B1,1.0,48.0,VILLA DE GUADALUPE,11587B014801,23,14,60,4,98,4,3,51,9,18,18,1,0,3,1,0,0,0,1,2,0,0,0,1,4,0,17,332,
1587,E1,1.0,48.0,VILLA DE GUADALUPE,11587E014801,19,10,20,2,70,4,1,11,2,106,20,0,0,1,4,0,0,0,0,2,0,1,0,0,4,0,29,306,
1588,B1,1.0,48.0,VILLA DE GUADALUPE,11588B014801,38,14,50,7,107,10,6,32,2,27,33,0,0,8,2,0,0,0,0,0,0,1,1,0,5,0,20,363,
1589,B1,1.0,48.0,VILLA DE GUADALUPE,11589B014801,13,19,23,3,29,0,4,15,1,31,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,14,158,
1590,B1,1.0,48.0,VILLA DE GUADALUPE,11590B014801,23,20,36,9,146,7,7,56,7,81,6,3,1,4,0,1,0,0,0,3,0,0,0,0,6,0,45,461,
1591,B1,1.0,48.0,VILLA DE GUADALUPE,11591B014801,13,9,14,0,89,3,2,14,2,82,14,0,0,7,0,0,1,0,1,0,0,0,0,1,4,0,21,277,
1593,B1,1.0,48.0,VILLA DE GUADALUPE,11593B014801,21,21,36,5,128,7,5,21,0,13,1,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,17,286,
1595,B1,1.0,48.0,VILLA DE GUADALUPE,11595B014801,7,2,1,0,37,1,2,11,3,44,10,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,17,140,
1596,B1,1.0,48.0,VILLA DE GUADALUPE,11596B014801,8,7,22,2,96,5,1,19,2,54,6,0,1,2,2,0,0,1,1,1,0,2,0,0,2,0,27,261,
1597,B1,1.0,48.0,VILLA DE GUADALUPE,11597B014801,13,10,14,0,89,3,2,14,2,82,14,0,0,7,0,0,1,0,0,0,0,0,0,1,4,0,21,277,
1598,B1,1.0,48.0,VILLA DE GUADALUPE,11598B014801,15,7,31,2,125,3,1,21,2,37,4,1,0,3,3,0,0,0,0,0,0,1,0,0,5,0,14,275,
1598,C1,1.0,48.0,VILLA DE GUADALUPE,11598C014801,13,9,34,3,127,1,3,14,0,57,4,0,0,0,4,0,0,0,1,0,0,0,0,0,7,0,10,287,
1598,E1,1.0,48.0,VILLA DE GUADALUPE,11598E014801,8,3,9,2,64,1,0,6,3,18,2,0,0,5,1,0,0,0,0,0,0,0,0,1,3,0,15,141,
1599,B1,1.0,48.0,VILLA DE GUADALUPE,11599B014801,15,13,13,6,117,4,2,20,14,73,3,1,1,0,2,0,0,0,3,4,0,0,0,0,4,0,24,319,
1600,B1,1.0,48.0,VILLA DE GUADALUPE,11600B014801,0,3,18,3,62,1,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,123,
1601,B1,1.0,48.0,VILLA DE GUADALUPE,11601B014801,25,17,39,0,190,2,7,51,16,36,1,0,0,0,2,0,0,0,3,0,0,0,0,0,12,0,18,419,
1601,E1,1.0,48.0,VILLA DE GUADALUPE,11601E014801,17,12,23,6,82,4,2,69,5,62,5,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,15,306,
1602,B1,1.0,48.0,VILLA DE GUADALUPE,11602B014801,10,9,29,4,64,3,3,9,2,82,1,1,0,1,1,0,0,0,1,0,0,0,0,1,11,0,26,258,
1603,B1,1.0,48.0,VILLA DE GUADALUPE,11603B014801,4,11,25,5,92,2,3,18,1,38,2,2,0,4,0,0,1,0,2,0,0,0,0,0,9,0,20,239,
1604,B1,1.0,49.0,VILLA DE LA PAZ,11604B014901,31,21,1,7,53,0,6,13,6,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,4,0,4,153,
1605,B1,1.0,49.0,VILLA DE LA PAZ,11605B014901,30,39,0,11,78,4,11,60,12,5,11,7,0,1,2,0,0,0,0,0,0,0,0,0,5,0,6,282,
1605,C1,1.0,49.0,VILLA DE LA PAZ,11605C014901,36,31,2,9,104,2,17,42,14,7,9,5,0,2,3,0,0,0,0,0,0,0,0,0,7,1,8,299,
1606,B1,1.0,49.0,VILLA DE LA PAZ,11606B014901,34,41,4,23,187,3,14,84,15,3,10,13,0,3,2,0,0,0,1,0,0,0,0,0,18,0,16,471,
1607,B1,1.0,49.0,VILLA DE LA PAZ,11607B014901,45,41,6,14,99,8,12,64,9,5,17,7,0,3,5,0,0,0,3,1,0,0,0,0,9,0,9,357,
1608,B1,1.0,49.0,VILLA DE LA PAZ,11608B014901,38,31,2,8,86,8,15,49,19,5,5,2,0,1,3,1,0,0,0,0,0,0,0,0,7,0,12,292,
1609,B1,1.0,49.0,VILLA DE LA PAZ,11609B014901,10,37,3,3,72,3,6,34,17,2,6,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,9,209,
1610,B1,1.0,49.0,VILLA DE LA PAZ,11610B014901,32,21,1,9,97,4,17,26,1,19,7,1,0,1,2,0,0,0,0,0,1,0,0,1,5,0,23,268,
1611,B1,1.0,49.0,VILLA DE LA PAZ,11611B014901,37,27,4,13,86,4,13,35,11,12,6,3,0,2,1,0,0,0,3,1,0,0,0,0,6,0,8,272,
773,B1,2.0,28.0,SAN LUIS POTOSÍ,10773B012802,46,17,3,10,134,1,16,31,5,1,5,2,2,2,2,0,0,0,2,0,0,0,0,0,17,1,8,305,
773,C1,2.0,28.0,SAN LUIS POTOSÍ,10773C012802,74,17,1,13,102,5,8,46,3,2,6,0,0,4,4,0,0,0,3,0,0,0,0,0,8,1,9,306,
773,C2,2.0,28.0,SAN LUIS POTOSÍ,10773C022802,60,29,3,13,131,1,15,48,6,1,2,2,3,5,3,0,0,0,3,0,0,0,0,0,15,1,10,351,
773,C3,2.0,28.0,SAN LUIS POTOSÍ,10773C032802,64,28,1,11,114,0,12,29,4,7,6,0,3,7,1,1,0,0,1,0,0,0,0,0,17,1,11,318,
773,C4,2.0,28.0,SAN LUIS POTOSÍ,10773C042802,57,24,1,13,136,1,9,47,4,2,8,0,6,5,0,0,0,0,1,0,0,0,0,0,12,3,10,339,
773,C5,2.0,28.0,SAN LUIS POTOSÍ,10773C052802,52,18,5,14,134,1,12,50,4,4,6,3,4,4,5,0,0,0,1,0,0,0,0,0,9,1,4,331,
773,C6,2.0,28.0,SAN LUIS POTOSÍ,10773C062802,56,18,1,13,152,1,14,37,4,2,5,0,3,6,3,0,0,0,0,3,0,0,0,0,23,0,7,348,
773,C7,2.0,28.0,SAN LUIS POTOSÍ,10773C072802,42,27,2,24,145,1,11,33,5,4,8,2,3,4,4,0,0,0,1,0,0,0,0,0,13,0,4,333,
773,C8,2.0,28.0,SAN LUIS POTOSÍ,10773C082802,64,22,6,21,132,2,11,38,4,2,8,3,2,5,3,0,0,0,3,0,0,0,0,0,17,2,3,348,
773,C9,2.0,28.0,SAN LUIS POTOSÍ,10773C092802,53,17,2,15,147,1,8,39,6,0,8,1,2,8,2,0,0,0,0,0,0,0,0,0,16,1,8,334,
773,C10,2.0,28.0,SAN LUIS POTOSÍ,10773C102802,60,11,3,15,128,1,18,29,4,4,8,3,5,3,3,1,0,0,1,0,0,1,0,0,19,3,11,331,
773,C11,2.0,28.0,SAN LUIS POTOSÍ,10773C112802,42,32,4,17,126,0,13,41,6,4,6,1,3,4,8,0,0,0,1,0,0,0,0,0,16,1,6,331,
773,C12,2.0,28.0,SAN LUIS POTOSÍ,10773C122802,80,18,4,11,135,1,7,35,3,2,10,2,5,2,2,1,0,0,2,0,0,0,0,0,21,2,5,348,
777,B1,2.0,28.0,SAN LUIS POTOSÍ,10777B012802,66,16,3,10,131,3,5,30,8,2,5,1,0,3,2,0,0,0,1,1,0,0,0,0,11,0,18,316,
777,C1,2.0,28.0,SAN LUIS POTOSÍ,10777C012802,50,21,6,8,119,0,10,42,4,3,11,3,4,2,2,0,1,0,1,0,0,0,0,0,17,2,15,321,
778,B1,2.0,28.0,SAN LUIS POTOSÍ,10778B012802,56,22,4,18,139,3,14,27,3,1,8,1,2,5,1,0,0,0,4,0,0,0,0,0,24,0,9,341,
778,C1,2.0,28.0,SAN LUIS POTOSÍ,10778C012802,62,27,5,17,139,1,15,46,1,2,3,3,5,4,4,0,0,0,2,4,0,0,0,0,11,0,11,362,
778,C2,2.0,28.0,SAN LUIS POTOSÍ,10778C022802,66,25,3,16,133,0,12,43,3,3,6,3,1,0,1,0,0,0,1,2,0,0,0,0,18,1,10,347,
778,C3,2.0,28.0,SAN LUIS POTOSÍ,10778C032802,62,24,4,18,123,0,8,38,3,4,11,1,1,4,2,0,0,0,2,0,0,1,0,0,14,1,15,336,
779,B1,2.0,28.0,SAN LUIS POTOSÍ,10779B012802,64,24,3,15,116,1,8,34,3,3,8,0,1,1,4,0,0,0,0,0,1,0,0,0,25,2,9,322,
779,C1,2.0,28.0,SAN LUIS POTOSÍ,10779C012802,51,21,4,12,131,0,9,39,0,0,2,5,1,5,4,0,0,0,1,0,0,0,0,0,13,1,7,306,
779,C2,2.0,28.0,SAN LUIS POTOSÍ,10779C022802,50,23,0,15,154,2,8,32,6,1,1,0,1,4,0,0,0,1,3,0,0,0,0,0,19,2,9,331,
779,C3,2.0,28.0,SAN LUIS POTOSÍ,10779C032802,41,25,5,12,150,0,8,35,0,4,8,3,3,4,2,0,0,0,0,1,0,0,0,0,20,0,11,332,
779,C4,2.0,28.0,SAN LUIS POTOSÍ,10779C042802,58,17,5,18,154,2,6,30,0,1,8,1,1,3,1,0,1,0,3,0,0,0,0,0,16,2,7,334,
779,C5,2.0,28.0,SAN LUIS POTOSÍ,10779C052802,41,23,2,16,145,1,8,33,5,0,6,1,1,4,2,0,0,0,0,0,0,2,0,0,16,1,8,315,
779,C6,2.0,28.0,SAN LUIS POTOSÍ,10779C062802,37,15,1,21,152,2,8,32,6,1,8,1,2,4,3,1,0,0,1,0,0,0,0,1,20,4,11,331,
779,C7,2.0,28.0,SAN LUIS POTOSÍ,10779C072802,48,20,4,13,158,1,9,42,2,1,5,1,3,1,1,0,0,0,3,0,0,1,1,0,15,3,11,343,
780,B1,2.0,28.0,SAN LUIS POTOSÍ,10780B012802,34,19,2,15,116,4,9,36,0,2,4,2,1,4,4,0,0,0,0,0,0,0,0,0,12,2,9,275,
780,C1,2.0,28.0,SAN LUIS POTOSÍ,10780C012802,30,20,1,16,100,0,5,39,1,2,8,0,0,4,1,1,0,0,2,1,1,0,0,0,12,2,12,258,
780,C2,2.0,28.0,SAN LUIS POTOSÍ,10780C022802,46,19,2,13,137,1,12,34,0,2,5,0,0,12,0,0,0,0,0,0,0,0,0,0,17,0,6,306,
780,C3,2.0,28.0,SAN LUIS POTOSÍ,10780C032802,43,20,4,19,114,0,12,34,0,2,8,0,1,6,1,0,0,0,0,0,0,0,0,0,11,0,10,285,
783,B1,2.0,28.0,SAN LUIS POTOSÍ,10783B012802,36,22,2,22,151,1,9,19,3,4,1,1,4,0,2,0,0,0,0,1,0,0,0,0,25,0,9,312,
783,C1,2.0,28.0,SAN LUIS POTOSÍ,10783C012802,34,17,1,18,141,5,7,28,1,4,3,0,1,3,5,0,0,0,1,0,0,0,0,0,30,0,13,312,
783,C2,2.0,28.0,SAN LUIS POTOSÍ,10783C022802,42,12,2,11,134,1,7,26,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,27,0,9,284,
783,C3,2.0,28.0,SAN LUIS POTOSÍ,10783C032802,40,25,0,19,152,5,10,20,2,2,4,2,5,7,0,0,0,0,1,0,0,0,0,0,29,1,5,329,
